id,distance,time,from_airport,to_airport
47848,NULL,NULL,534,492
47849,NULL,NULL,534,548
47850,NULL,NULL,534,337
47851,NULL,NULL,1340,469
47852,NULL,NULL,1340,490
47853,NULL,NULL,1340,535
47854,NULL,NULL,1340,502
47855,NULL,NULL,1340,491
47856,NULL,NULL,1340,492
47857,NULL,NULL,1340,548
47858,NULL,NULL,687,502
47859,NULL,NULL,1665,465
47860,NULL,NULL,1665,469
47861,NULL,NULL,1665,494
47862,NULL,NULL,1665,490
47863,NULL,NULL,1665,609
47864,NULL,NULL,1665,535
47865,NULL,NULL,1665,534
47866,NULL,NULL,1665,517
47867,NULL,NULL,1665,502
47868,NULL,NULL,1665,491
47869,NULL,NULL,1665,492
47870,NULL,NULL,1665,478
47871,NULL,NULL,1665,521
47872,NULL,NULL,1665,1386
47873,NULL,NULL,1665,548
47874,NULL,NULL,1665,337
47875,NULL,NULL,342,502
47876,NULL,NULL,342,492
47877,NULL,NULL,342,478
47878,NULL,NULL,1130,502
47879,NULL,NULL,1610,490
47880,NULL,NULL,1610,502
47881,NULL,NULL,1610,491
47882,NULL,NULL,533,490
47883,NULL,NULL,533,502
47884,NULL,NULL,533,492
47885,NULL,NULL,520,491
47886,NULL,NULL,499,491
47887,NULL,NULL,669,465
47888,NULL,NULL,669,490
47889,NULL,NULL,669,1382
47890,NULL,NULL,669,535
47891,NULL,NULL,669,502
47892,NULL,NULL,669,491
47893,NULL,NULL,517,1665
47894,NULL,NULL,1197,502
47895,NULL,NULL,1213,502
47896,NULL,NULL,502,532
47897,NULL,NULL,502,1055
47898,NULL,NULL,502,1064
47899,NULL,NULL,502,1230
47900,NULL,NULL,502,1212
47901,NULL,NULL,502,2170
47902,NULL,NULL,502,580
47903,NULL,NULL,502,3941
47904,NULL,NULL,502,1218
47905,NULL,NULL,502,465
47906,NULL,NULL,502,1538
47907,NULL,NULL,502,1264
47908,NULL,NULL,502,4053
47909,NULL,NULL,502,1489
47910,NULL,NULL,502,344
47911,NULL,NULL,502,609
47912,NULL,NULL,502,1509
47913,NULL,NULL,502,345
47914,NULL,NULL,502,535
47915,NULL,NULL,502,1626
47916,NULL,NULL,502,1555
47917,NULL,NULL,502,4091
47918,NULL,NULL,502,1738
47919,NULL,NULL,502,534
47920,NULL,NULL,502,1340
47921,NULL,NULL,502,687
47922,NULL,NULL,502,1665
47923,NULL,NULL,502,342
47924,NULL,NULL,502,1130
47925,NULL,NULL,502,1610
47926,NULL,NULL,502,533
47927,NULL,NULL,502,669
47928,NULL,NULL,502,1197
47929,NULL,NULL,502,1213
47930,NULL,NULL,502,1529
47931,NULL,NULL,502,1638
47932,NULL,NULL,502,1054
47933,NULL,NULL,502,1132
47934,NULL,NULL,502,1335
47935,NULL,NULL,502,1229
47936,NULL,NULL,502,1227
47937,NULL,NULL,502,1606
47938,NULL,NULL,502,1359
47939,NULL,NULL,502,1353
47940,NULL,NULL,502,346
47941,NULL,NULL,502,1524
47942,NULL,NULL,502,1561
47943,NULL,NULL,502,1354
47944,NULL,NULL,502,1636
47945,NULL,NULL,502,1198
47946,NULL,NULL,502,3998
47947,NULL,NULL,502,1512
47948,NULL,NULL,502,1587
47949,NULL,NULL,502,1562
47950,NULL,NULL,502,1075
47951,NULL,NULL,502,1486
47952,NULL,NULL,502,1194
47953,NULL,NULL,502,4057
47954,NULL,NULL,502,1253
47955,NULL,NULL,502,337
47956,NULL,NULL,502,1612
47957,NULL,NULL,502,1056
47958,NULL,NULL,502,1273
47959,NULL,NULL,502,1551
47960,NULL,NULL,502,1613
47961,NULL,NULL,502,1246
47962,NULL,NULL,502,1550
47963,NULL,NULL,502,1208
47964,NULL,NULL,502,1678
47965,NULL,NULL,1529,502
47966,NULL,NULL,1529,1386
47967,NULL,NULL,1638,1218
47968,NULL,NULL,1638,1382
47969,NULL,NULL,1638,1555
47970,NULL,NULL,1638,4091
47971,NULL,NULL,1638,502
47972,NULL,NULL,1638,492
47973,NULL,NULL,1638,1335
47974,NULL,NULL,1638,1229
47975,NULL,NULL,1638,1524
47976,NULL,NULL,1638,337
47977,NULL,NULL,1638,1273
47978,NULL,NULL,1569,1382
47979,NULL,NULL,1569,548
47980,NULL,NULL,1054,502
47981,NULL,NULL,491,1055
47982,NULL,NULL,491,1230
47983,NULL,NULL,491,1212
47984,NULL,NULL,491,580
47985,NULL,NULL,491,1218
47986,NULL,NULL,491,465
47987,NULL,NULL,491,302
47988,NULL,NULL,491,1382
47989,NULL,NULL,491,1626
47990,NULL,NULL,491,1051
47991,NULL,NULL,491,1738
47992,NULL,NULL,491,1340
47993,NULL,NULL,491,1665
47994,NULL,NULL,491,1610
47995,NULL,NULL,491,520
47996,NULL,NULL,491,499
47997,NULL,NULL,491,669
47998,NULL,NULL,491,1335
47999,NULL,NULL,491,1229
48000,NULL,NULL,491,1606
48001,NULL,NULL,491,1354
48002,NULL,NULL,491,3998
48003,NULL,NULL,491,337
48004,NULL,NULL,491,1612
48005,NULL,NULL,491,415
48006,NULL,NULL,492,532
48007,NULL,NULL,492,1230
48008,NULL,NULL,492,1212
48009,NULL,NULL,492,580
48010,NULL,NULL,492,1218
48011,NULL,NULL,492,465
48012,NULL,NULL,492,1264
48013,NULL,NULL,492,1489
48014,NULL,NULL,492,1382
48015,NULL,NULL,492,373
48016,NULL,NULL,492,535
48017,NULL,NULL,492,1626
48018,NULL,NULL,492,534
48019,NULL,NULL,492,1340
48020,NULL,NULL,492,1665
48021,NULL,NULL,492,342
48022,NULL,NULL,492,533
48023,NULL,NULL,492,1638
48024,NULL,NULL,492,1229
48025,NULL,NULL,492,1524
48026,NULL,NULL,492,1354
48027,NULL,NULL,492,1198
48028,NULL,NULL,492,4317
48029,NULL,NULL,492,4057
48030,NULL,NULL,492,337
48031,NULL,NULL,492,1612
48032,NULL,NULL,492,1590
48033,NULL,NULL,492,1678
48034,NULL,NULL,1132,502
48035,NULL,NULL,1335,1064
48036,NULL,NULL,1335,1218
48037,NULL,NULL,1335,1403
48038,NULL,NULL,1335,1264
48039,NULL,NULL,1335,490
48040,NULL,NULL,1335,302
48041,NULL,NULL,1335,1074
48042,NULL,NULL,1335,535
48043,NULL,NULL,1335,1555
48044,NULL,NULL,1335,502
48045,NULL,NULL,1335,1638
48046,NULL,NULL,1335,491
48047,NULL,NULL,1335,1229
48048,NULL,NULL,1335,1524
48049,NULL,NULL,1335,1354
48050,NULL,NULL,1335,1418
48051,NULL,NULL,1335,1636
48052,NULL,NULL,1335,1587
48053,NULL,NULL,1335,1075
48054,NULL,NULL,1335,548
48055,NULL,NULL,1335,337
48056,NULL,NULL,1335,1273
48057,NULL,NULL,1335,1551
48058,NULL,NULL,1229,580
48059,NULL,NULL,1229,1264
48060,NULL,NULL,1229,490
48061,NULL,NULL,1229,4053
48062,NULL,NULL,1229,1382
48063,NULL,NULL,1229,535
48064,NULL,NULL,1229,1555
48065,NULL,NULL,1229,502
48066,NULL,NULL,1229,1638
48067,NULL,NULL,1229,491
48068,NULL,NULL,1229,492
48069,NULL,NULL,1229,1335
48070,NULL,NULL,1229,478
48071,NULL,NULL,1229,1524
48072,NULL,NULL,1229,1561
48073,NULL,NULL,1229,1657
48074,NULL,NULL,1229,337
48075,NULL,NULL,1229,1273
48076,NULL,NULL,1229,1551
48077,NULL,NULL,478,1230
48078,NULL,NULL,478,1212
48079,NULL,NULL,478,580
48080,NULL,NULL,478,3941
48081,NULL,NULL,478,465
48082,NULL,NULL,478,1216
48083,NULL,NULL,478,609
48084,NULL,NULL,478,1665
48085,NULL,NULL,478,342
48086,NULL,NULL,478,1229
48087,NULL,NULL,478,1606
48088,NULL,NULL,478,346
48089,NULL,NULL,478,1198
48090,NULL,NULL,478,1075
48091,NULL,NULL,478,1194
48092,NULL,NULL,478,4057
48093,NULL,NULL,478,337
48094,NULL,NULL,478,1056
48095,NULL,NULL,478,1678
48096,NULL,NULL,1227,490
48097,NULL,NULL,1227,502
48098,NULL,NULL,1606,465
48099,NULL,NULL,1606,502
48100,NULL,NULL,1606,491
48101,NULL,NULL,1606,478
48102,NULL,NULL,1606,521
48103,NULL,NULL,1359,502
48104,NULL,NULL,1353,502
48105,NULL,NULL,346,535
48106,NULL,NULL,346,502
48107,NULL,NULL,346,478
48108,NULL,NULL,346,548
48109,NULL,NULL,1524,1230
48110,NULL,NULL,1524,580
48111,NULL,NULL,1524,3941
48112,NULL,NULL,1524,1218
48113,NULL,NULL,1524,1506
48114,NULL,NULL,1524,1264
48115,NULL,NULL,1524,1501
48116,NULL,NULL,1524,302
48117,NULL,NULL,1524,1519
48118,NULL,NULL,1524,1382
48119,NULL,NULL,1524,1074
48120,NULL,NULL,1524,609
48121,NULL,NULL,1524,1509
48122,NULL,NULL,1524,535
48123,NULL,NULL,1524,1555
48124,NULL,NULL,1524,502
48125,NULL,NULL,1524,1638
48126,NULL,NULL,1524,492
48127,NULL,NULL,1524,1335
48128,NULL,NULL,1524,1229
48129,NULL,NULL,1524,1561
48130,NULL,NULL,1524,1520
48131,NULL,NULL,1524,1636
48132,NULL,NULL,1524,1512
48133,NULL,NULL,1524,1587
48134,NULL,NULL,1524,1075
48135,NULL,NULL,1524,1486
48136,NULL,NULL,1524,1508
48137,NULL,NULL,1524,337
48138,NULL,NULL,1524,1273
48139,NULL,NULL,1561,502
48140,NULL,NULL,1561,1229
48141,NULL,NULL,1561,1524
48142,NULL,NULL,1561,1386
48143,NULL,NULL,1561,548
48144,NULL,NULL,1561,337
48145,NULL,NULL,1561,1551
48146,NULL,NULL,1354,490
48147,NULL,NULL,1354,302
48148,NULL,NULL,1354,1382
48149,NULL,NULL,1354,1555
48150,NULL,NULL,1354,502
48151,NULL,NULL,1354,491
48152,NULL,NULL,1354,492
48153,NULL,NULL,1354,1335
48154,NULL,NULL,1354,1386
48155,NULL,NULL,1354,548
48156,NULL,NULL,1354,337
48157,NULL,NULL,521,1230
48158,NULL,NULL,521,1212
48159,NULL,NULL,521,1218
48160,NULL,NULL,521,465
48161,NULL,NULL,521,490
48162,NULL,NULL,521,1382
48163,NULL,NULL,521,1626
48164,NULL,NULL,521,1665
48165,NULL,NULL,521,1606
48166,NULL,NULL,1418,1335
48167,NULL,NULL,1418,1273
48168,NULL,NULL,1520,1524
48169,NULL,NULL,1520,337
48170,NULL,NULL,1636,1382
48171,NULL,NULL,1636,502
48172,NULL,NULL,1636,1335
48173,NULL,NULL,1636,1524
48174,NULL,NULL,1386,3941
48175,NULL,NULL,1386,1489
48176,NULL,NULL,1386,1626
48177,NULL,NULL,1386,1555
48178,NULL,NULL,1386,1665
48179,NULL,NULL,1386,1529
48180,NULL,NULL,1386,1561
48181,NULL,NULL,1386,1354
48182,NULL,NULL,1386,1562
48183,NULL,NULL,1386,337
48184,NULL,NULL,1386,1273
48185,NULL,NULL,1657,1229
48186,NULL,NULL,1214,548
48187,NULL,NULL,1198,490
48188,NULL,NULL,1198,535
48189,NULL,NULL,1198,502
48190,NULL,NULL,1198,492
48191,NULL,NULL,1198,478
48192,NULL,NULL,3998,490
48193,NULL,NULL,3998,502
48194,NULL,NULL,3998,491
48195,NULL,NULL,3998,548
48196,NULL,NULL,3998,337
48197,NULL,NULL,1512,1555
48198,NULL,NULL,1512,502
48199,NULL,NULL,1512,1524
48200,NULL,NULL,1587,580
48201,NULL,NULL,1587,490
48202,NULL,NULL,1587,1382
48203,NULL,NULL,1587,502
48204,NULL,NULL,1587,1335
48205,NULL,NULL,1587,1524
48206,NULL,NULL,1587,548
48207,NULL,NULL,1562,502
48208,NULL,NULL,1562,1386
48209,NULL,NULL,1562,337
48210,NULL,NULL,1075,1382
48211,NULL,NULL,1075,502
48212,NULL,NULL,1075,1335
48213,NULL,NULL,1075,478
48214,NULL,NULL,1075,1524
48215,NULL,NULL,4317,492
48216,NULL,NULL,1486,373
48217,NULL,NULL,1486,502
48218,NULL,NULL,1486,1524
48219,NULL,NULL,1486,337
48220,NULL,NULL,1194,502
48221,NULL,NULL,1194,478
48222,NULL,NULL,4057,502
48223,NULL,NULL,4057,492
48224,NULL,NULL,4057,478
48225,NULL,NULL,548,1230
48226,NULL,NULL,548,1212
48227,NULL,NULL,548,580
48228,NULL,NULL,548,1218
48229,NULL,NULL,548,465
48230,NULL,NULL,548,1216
48231,NULL,NULL,548,1519
48232,NULL,NULL,548,609
48233,NULL,NULL,548,535
48234,NULL,NULL,548,1626
48235,NULL,NULL,548,1051
48236,NULL,NULL,548,534
48237,NULL,NULL,548,1340
48238,NULL,NULL,548,1665
48239,NULL,NULL,548,1569
48240,NULL,NULL,548,1335
48241,NULL,NULL,548,346
48242,NULL,NULL,548,1561
48243,NULL,NULL,548,1354
48244,NULL,NULL,548,1214
48245,NULL,NULL,548,3998
48246,NULL,NULL,548,1587
48247,NULL,NULL,548,415
48248,NULL,NULL,1508,1524
48249,NULL,NULL,1253,502
48250,NULL,NULL,337,1064
48251,NULL,NULL,337,1230
48252,NULL,NULL,337,580
48253,NULL,NULL,337,3941
48254,NULL,NULL,337,1218
48255,NULL,NULL,337,490
48256,NULL,NULL,337,302
48257,NULL,NULL,337,4053
48258,NULL,NULL,337,1489
48259,NULL,NULL,337,609
48260,NULL,NULL,337,1555
48261,NULL,NULL,337,534
48262,NULL,NULL,337,1665
48263,NULL,NULL,337,502
48264,NULL,NULL,337,1638
48265,NULL,NULL,337,491
48266,NULL,NULL,337,492
48267,NULL,NULL,337,1335
48268,NULL,NULL,337,1229
48269,NULL,NULL,337,478
48270,NULL,NULL,337,1524
48271,NULL,NULL,337,1561
48272,NULL,NULL,337,1354
48273,NULL,NULL,337,1520
48274,NULL,NULL,337,1386
48275,NULL,NULL,337,3998
48276,NULL,NULL,337,1562
48277,NULL,NULL,337,1486
48278,NULL,NULL,337,1056
48279,NULL,NULL,337,1551
48280,NULL,NULL,1612,490
48281,NULL,NULL,1612,502
48282,NULL,NULL,1612,491
48283,NULL,NULL,1612,492
48284,NULL,NULL,1056,490
48285,NULL,NULL,1056,535
48286,NULL,NULL,1056,502
48287,NULL,NULL,1056,478
48288,NULL,NULL,1056,337
48289,NULL,NULL,415,491
48290,NULL,NULL,415,548
48291,NULL,NULL,1273,490
48292,NULL,NULL,1273,1382
48293,NULL,NULL,1273,1555
48294,NULL,NULL,1273,502
48295,NULL,NULL,1273,1638
48296,NULL,NULL,1273,1335
48297,NULL,NULL,1273,1229
48298,NULL,NULL,1273,1524
48299,NULL,NULL,1273,1418
48300,NULL,NULL,1273,1386
48301,NULL,NULL,1590,492
48302,NULL,NULL,1080,1382
48303,NULL,NULL,1551,1382
48304,NULL,NULL,1551,1555
48305,NULL,NULL,1551,502
48306,NULL,NULL,1551,1335
48307,NULL,NULL,1551,1229
48308,NULL,NULL,1551,1561
48309,NULL,NULL,1551,337
48310,NULL,NULL,1613,502
48311,NULL,NULL,1246,502
48312,NULL,NULL,1550,502
48313,NULL,NULL,1208,1382
48314,NULL,NULL,1208,373
48315,NULL,NULL,1208,502
48316,NULL,NULL,1678,502
48317,NULL,NULL,1678,492
48318,NULL,NULL,1678,478
48319,NULL,NULL,737,5594
48320,NULL,NULL,737,698
48321,NULL,NULL,738,688
48322,NULL,NULL,714,698
48323,NULL,NULL,5594,737
48324,NULL,NULL,5594,5596
48325,NULL,NULL,688,738
48326,NULL,NULL,412,415
48327,NULL,NULL,734,6737
48328,NULL,NULL,698,737
48329,NULL,NULL,698,714
48330,NULL,NULL,6737,734
48331,NULL,NULL,415,412
48332,NULL,NULL,5596,5594
48333,NULL,NULL,6180,3125
48334,NULL,NULL,6179,3125
48335,NULL,NULL,3129,3125
48336,NULL,NULL,3129,4183
48337,NULL,NULL,3122,3125
48338,NULL,NULL,4188,3125
48339,NULL,NULL,6182,3125
48340,NULL,NULL,3125,6180
48341,NULL,NULL,3125,6179
48342,NULL,NULL,3125,3129
48343,NULL,NULL,3125,3122
48344,NULL,NULL,3125,4188
48345,NULL,NULL,3125,6182
48346,NULL,NULL,3125,3105
48347,NULL,NULL,3125,3127
48348,NULL,NULL,3125,3128
48349,NULL,NULL,3125,4183
48350,NULL,NULL,3105,3125
48351,NULL,NULL,3127,3125
48352,NULL,NULL,3128,3125
48353,NULL,NULL,4183,3129
48354,NULL,NULL,4183,3125
48355,NULL,NULL,1852,3830
48356,NULL,NULL,1852,3678
48357,NULL,NULL,3830,1852
48358,NULL,NULL,3830,1780
48359,NULL,NULL,3830,1760
48360,NULL,NULL,3830,1836
48361,NULL,NULL,1760,3830
48362,NULL,NULL,1760,3678
48363,NULL,NULL,1836,3830
48364,NULL,NULL,3678,1852
48365,NULL,NULL,3678,1760
48366,NULL,NULL,2965,2975
48367,NULL,NULL,1218,2975
48368,NULL,NULL,2968,4029
48369,NULL,NULL,2968,2979
48370,NULL,NULL,2968,2975
48371,NULL,NULL,4029,2968
48372,NULL,NULL,4029,4274
48373,NULL,NULL,4029,2935
48374,NULL,NULL,4029,2937
48375,NULL,NULL,4029,2960
48376,NULL,NULL,4029,4118
48377,NULL,NULL,4029,2948
48378,NULL,NULL,4029,6119
48379,NULL,NULL,4029,2913
48380,NULL,NULL,4029,4078
48381,NULL,NULL,4029,2975
48382,NULL,NULL,4029,7563
48383,NULL,NULL,2188,2975
48384,NULL,NULL,2979,2968
48385,NULL,NULL,2979,4274
48386,NULL,NULL,2979,4374
48387,NULL,NULL,2979,2960
48388,NULL,NULL,2979,4118
48389,NULL,NULL,2979,2990
48390,NULL,NULL,2979,2973
48391,NULL,NULL,2979,2975
48392,NULL,NULL,2979,2992
48393,NULL,NULL,3964,4118
48394,NULL,NULL,3964,2975
48395,NULL,NULL,1555,2975
48396,NULL,NULL,2912,2975
48397,NULL,NULL,4274,4029
48398,NULL,NULL,4274,2979
48399,NULL,NULL,4274,6147
48400,NULL,NULL,4274,6150
48401,NULL,NULL,4274,2983
48402,NULL,NULL,2922,2975
48403,NULL,NULL,421,2975
48404,NULL,NULL,2935,2975
48405,NULL,NULL,2937,4029
48406,NULL,NULL,2937,2975
48407,NULL,NULL,2937,2934
48408,NULL,NULL,2927,4078
48409,NULL,NULL,4374,2979
48410,NULL,NULL,4374,6147
48411,NULL,NULL,4374,6150
48412,NULL,NULL,4374,2975
48413,NULL,NULL,4374,2983
48414,NULL,NULL,1579,2975
48415,NULL,NULL,2960,4029
48416,NULL,NULL,2960,2979
48417,NULL,NULL,2960,6150
48418,NULL,NULL,2960,2975
48419,NULL,NULL,2960,2983
48420,NULL,NULL,4118,2979
48421,NULL,NULL,4118,3964
48422,NULL,NULL,4118,6147
48423,NULL,NULL,4118,2972
48424,NULL,NULL,4118,2913
48425,NULL,NULL,4118,2975
48426,NULL,NULL,4118,2983
48427,NULL,NULL,6089,2948
48428,NULL,NULL,2990,2979
48429,NULL,NULL,2990,6147
48430,NULL,NULL,2990,2975
48431,NULL,NULL,6147,4274
48432,NULL,NULL,6147,4374
48433,NULL,NULL,6147,4118
48434,NULL,NULL,6147,2990
48435,NULL,NULL,6147,2975
48436,NULL,NULL,2948,6089
48437,NULL,NULL,2948,2975
48438,NULL,NULL,2962,2965
48439,NULL,NULL,346,2975
48440,NULL,NULL,2972,4118
48441,NULL,NULL,6150,4274
48442,NULL,NULL,6150,4374
48443,NULL,NULL,6150,2960
48444,NULL,NULL,6150,2975
48445,NULL,NULL,6119,4029
48446,NULL,NULL,4352,4078
48447,NULL,NULL,4352,2975
48448,NULL,NULL,2913,4029
48449,NULL,NULL,2913,4118
48450,NULL,NULL,2913,2975
48451,NULL,NULL,4078,4029
48452,NULL,NULL,4078,2927
48453,NULL,NULL,4078,4352
48454,NULL,NULL,4078,2975
48455,NULL,NULL,2973,2979
48456,NULL,NULL,3364,2975
48457,NULL,NULL,2932,2934
48458,NULL,NULL,1587,2975
48459,NULL,NULL,2981,2975
48460,NULL,NULL,2975,1218
48461,NULL,NULL,2975,4029
48462,NULL,NULL,2975,2188
48463,NULL,NULL,2975,2979
48464,NULL,NULL,2975,3964
48465,NULL,NULL,2975,1555
48466,NULL,NULL,2975,2912
48467,NULL,NULL,2975,2922
48468,NULL,NULL,2975,421
48469,NULL,NULL,2975,2935
48470,NULL,NULL,2975,2937
48471,NULL,NULL,2975,4374
48472,NULL,NULL,2975,1579
48473,NULL,NULL,2975,2960
48474,NULL,NULL,2975,4118
48475,NULL,NULL,2975,2990
48476,NULL,NULL,2975,6147
48477,NULL,NULL,2975,2948
48478,NULL,NULL,2975,2962
48479,NULL,NULL,2975,346
48480,NULL,NULL,2975,6150
48481,NULL,NULL,2975,4352
48482,NULL,NULL,2975,2913
48483,NULL,NULL,2975,4078
48484,NULL,NULL,2975,3364
48485,NULL,NULL,2975,1587
48486,NULL,NULL,2975,2981
48487,NULL,NULL,2975,1612
48488,NULL,NULL,2975,2983
48489,NULL,NULL,2975,1590
48490,NULL,NULL,2975,2992
48491,NULL,NULL,1612,2975
48492,NULL,NULL,2983,4274
48493,NULL,NULL,2983,4374
48494,NULL,NULL,2983,2960
48495,NULL,NULL,2983,4118
48496,NULL,NULL,2983,2975
48497,NULL,NULL,7563,4029
48498,NULL,NULL,1590,2975
48499,NULL,NULL,2992,4029
48500,NULL,NULL,2992,2979
48501,NULL,NULL,2934,2937
48502,NULL,NULL,2934,2932
48503,NULL,NULL,1120,1165
48504,NULL,NULL,1177,1187
48505,NULL,NULL,1187,1177
48506,NULL,NULL,1187,1173
48507,NULL,NULL,1187,1165
48508,NULL,NULL,1187,4059
48509,NULL,NULL,1173,1187
48510,NULL,NULL,1165,1120
48511,NULL,NULL,1165,1187
48512,NULL,NULL,4059,1187
48513,NULL,NULL,2965,3964
48514,NULL,NULL,2966,3964
48515,NULL,NULL,3941,3964
48516,NULL,NULL,2177,3964
48517,NULL,NULL,1382,3964
48518,NULL,NULL,4029,3964
48519,NULL,NULL,4029,3965
48520,NULL,NULL,2188,3964
48521,NULL,NULL,3964,2965
48522,NULL,NULL,3964,2966
48523,NULL,NULL,3964,3941
48524,NULL,NULL,3964,2177
48525,NULL,NULL,3964,1382
48526,NULL,NULL,3964,4029
48527,NULL,NULL,3964,2188
48528,NULL,NULL,3964,4274
48529,NULL,NULL,3964,2939
48530,NULL,NULL,3964,2960
48531,NULL,NULL,3964,4118
48532,NULL,NULL,3964,1197
48533,NULL,NULL,3964,2948
48534,NULL,NULL,3964,2962
48535,NULL,NULL,3964,4078
48536,NULL,NULL,3964,2964
48537,NULL,NULL,3964,2963
48538,NULL,NULL,3964,2975
48539,NULL,NULL,3964,3973
48540,NULL,NULL,3964,1590
48541,NULL,NULL,3964,2988
48542,NULL,NULL,3964,2967
48543,NULL,NULL,3964,679
48544,NULL,NULL,4274,3964
48545,NULL,NULL,1701,3964
48546,NULL,NULL,2939,3964
48547,NULL,NULL,2960,3964
48548,NULL,NULL,4118,3964
48549,NULL,NULL,1197,3964
48550,NULL,NULL,2948,3964
48551,NULL,NULL,3965,4029
48552,NULL,NULL,2962,3964
48553,NULL,NULL,4078,3964
48554,NULL,NULL,2964,3964
48555,NULL,NULL,2963,3964
48556,NULL,NULL,2975,3964
48557,NULL,NULL,3973,3964
48558,NULL,NULL,1590,3964
48559,NULL,NULL,2988,3964
48560,NULL,NULL,2967,3964
48561,NULL,NULL,679,3964
48562,NULL,NULL,4029,2990
48563,NULL,NULL,4029,2961
48564,NULL,NULL,4029,3769
48565,NULL,NULL,2979,2990
48566,NULL,NULL,2922,2990
48567,NULL,NULL,1701,2990
48568,NULL,NULL,2990,4029
48569,NULL,NULL,2990,2979
48570,NULL,NULL,2990,2922
48571,NULL,NULL,2990,1701
48572,NULL,NULL,2990,6147
48573,NULL,NULL,2990,2948
48574,NULL,NULL,2990,1587
48575,NULL,NULL,2990,2985
48576,NULL,NULL,2990,2983
48577,NULL,NULL,6147,2990
48578,NULL,NULL,2948,2990
48579,NULL,NULL,2961,4029
48580,NULL,NULL,3769,4029
48581,NULL,NULL,3769,2985
48582,NULL,NULL,1587,2990
48583,NULL,NULL,2985,2990
48584,NULL,NULL,2985,3769
48585,NULL,NULL,2983,2990
48586,NULL,NULL,4355,3876
48587,NULL,NULL,4355,3714
48588,NULL,NULL,4355,3830
48589,NULL,NULL,253,302
48590,NULL,NULL,253,298
48591,NULL,NULL,253,1063
48592,NULL,NULL,4019,3751
48593,NULL,NULL,4019,3714
48594,NULL,NULL,4019,3550
48595,NULL,NULL,4019,3484
48596,NULL,NULL,4019,3830
48597,NULL,NULL,4019,3469
48598,NULL,NULL,260,340
48599,NULL,NULL,260,275
48600,NULL,NULL,1783,3550
48601,NULL,NULL,248,3714
48602,NULL,NULL,248,298
48603,NULL,NULL,4384,5727
48604,NULL,NULL,4384,3469
48605,NULL,NULL,4384,3817
48606,NULL,NULL,3852,3550
48607,NULL,NULL,3658,3876
48608,NULL,NULL,1785,3550
48609,NULL,NULL,7067,7066
48610,NULL,NULL,7067,3751
48611,NULL,NULL,2006,3728
48612,NULL,NULL,2006,3484
48613,NULL,NULL,2006,3469
48614,NULL,NULL,2908,2910
48615,NULL,NULL,3864,3486
48616,NULL,NULL,3864,3494
48617,NULL,NULL,3864,3714
48618,NULL,NULL,3864,3830
48619,NULL,NULL,3840,3751
48620,NULL,NULL,3840,3550
48621,NULL,NULL,580,3494
48622,NULL,NULL,580,3714
48623,NULL,NULL,580,3550
48624,NULL,NULL,580,3830
48625,NULL,NULL,580,3752
48626,NULL,NULL,3774,3462
48627,NULL,NULL,3774,3577
48628,NULL,NULL,2874,3494
48629,NULL,NULL,3694,3714
48630,NULL,NULL,3694,4169
48631,NULL,NULL,737,3494
48632,NULL,NULL,737,3830
48633,NULL,NULL,2976,2922
48634,NULL,NULL,7001,3751
48635,NULL,NULL,7001,3550
48636,NULL,NULL,7001,3484
48637,NULL,NULL,7001,3830
48638,NULL,NULL,7001,3469
48639,NULL,NULL,3967,2072
48640,NULL,NULL,3682,3486
48641,NULL,NULL,3682,3876
48642,NULL,NULL,3682,3751
48643,NULL,NULL,3682,3494
48644,NULL,NULL,3682,340
48645,NULL,NULL,3682,3714
48646,NULL,NULL,3682,3550
48647,NULL,NULL,3682,3830
48648,NULL,NULL,3682,3752
48649,NULL,NULL,3682,3462
48650,NULL,NULL,3682,193
48651,NULL,NULL,4047,3830
48652,NULL,NULL,2895,3876
48653,NULL,NULL,2895,3494
48654,NULL,NULL,2895,3714
48655,NULL,NULL,2895,3550
48656,NULL,NULL,2895,3830
48657,NULL,NULL,3673,3751
48658,NULL,NULL,3673,3494
48659,NULL,NULL,3673,3714
48660,NULL,NULL,3673,3550
48661,NULL,NULL,3673,3484
48662,NULL,NULL,3673,3830
48663,NULL,NULL,3673,3469
48664,NULL,NULL,4007,3876
48665,NULL,NULL,4007,3494
48666,NULL,NULL,4007,3550
48667,NULL,NULL,4007,3830
48668,NULL,NULL,4286,3830
48669,NULL,NULL,2057,2241
48670,NULL,NULL,2057,2176
48671,NULL,NULL,1218,3494
48672,NULL,NULL,4069,3494
48673,NULL,NULL,3825,3486
48674,NULL,NULL,3825,3876
48675,NULL,NULL,3825,3714
48676,NULL,NULL,3825,3830
48677,NULL,NULL,3825,3752
48678,NULL,NULL,3825,3570
48679,NULL,NULL,3825,193
48680,NULL,NULL,5722,3486
48681,NULL,NULL,5722,7059
48682,NULL,NULL,3558,3751
48683,NULL,NULL,3558,3550
48684,NULL,NULL,3558,3484
48685,NULL,NULL,3558,3469
48686,NULL,NULL,465,3494
48687,NULL,NULL,4129,3714
48688,NULL,NULL,3811,3876
48689,NULL,NULL,3811,3751
48690,NULL,NULL,3811,3550
48691,NULL,NULL,3811,3830
48692,NULL,NULL,469,3494
48693,NULL,NULL,4021,3751
48694,NULL,NULL,1937,3533
48695,NULL,NULL,4083,3751
48696,NULL,NULL,4083,3830
48697,NULL,NULL,1050,302
48698,NULL,NULL,1050,4162
