"";"airline";"airline_id";"source_airport";"source_airport_id";"destination_airport";"destination_airport_id";"codeshare";"stops";"equipment"
"35426";"MF";"5484";"CSX";"3371";"HET";"6345";"";0;"737"
"35427";"MF";"5484";"CSX";"3371";"HGH";"3386";"";0;"737"
"35428";"MF";"5484";"CSX";"3371";"JJN";"6386";"";0;"737"
"35429";"MF";"5484";"CSX";"3371";"KWE";"3394";"";0;"737"
"35430";"MF";"5484";"CSX";"3371";"NGB";"3387";"";0;"737"
"35431";"MF";"5484";"CSX";"3371";"NKG";"3388";"";0;"737"
"35432";"MF";"5484";"CSX";"3371";"PEK";"3364";"";0;"737"
"35433";"MF";"5484";"CSX";"3371";"TNA";"4108";"";0;"737"
"35434";"MF";"5484";"CSX";"3371";"TPE";"2276";"";0;"738"
"35435";"MF";"5484";"CSX";"3371";"TYN";"3369";"";0;"737"
"35436";"MF";"5484";"CSX";"3371";"XIY";"3379";"";0;"737"
"35437";"MF";"5484";"CSX";"3371";"XMN";"3383";"";0;"737"
"35438";"MF";"5484";"CTU";"3395";"CSX";"3371";"";0;"737"
"35439";"MF";"5484";"CTU";"3395";"FOC";"3385";"";0;"737"
"35440";"MF";"5484";"CTU";"3395";"HGH";"3386";"";0;"737"
"35441";"MF";"5484";"CTU";"3395";"JJN";"6386";"";0;"737"
"35442";"MF";"5484";"CTU";"3395";"KHN";"3384";"";0;"737"
"35443";"MF";"5484";"CTU";"3395";"LXA";"4097";"";0;"737"
"35444";"MF";"5484";"CTU";"3395";"URC";"3399";"";0;"737"
"35445";"MF";"5484";"CTU";"3395";"WUH";"3376";"";0;"737"
"35446";"MF";"5484";"CTU";"3395";"XMN";"3383";"";0;"737"
"35447";"MF";"5484";"DLC";"3404";"HFE";"3389";"";0;"737"
"35448";"MF";"5484";"DLC";"3404";"HGH";"3386";"";0;"737"
"35449";"MF";"5484";"DLC";"3404";"HRB";"3400";"";0;"737"
"35450";"MF";"5484";"DLC";"3404";"KHN";"3384";"";0;"737"
"35451";"MF";"5484";"DLC";"3404";"NGB";"3387";"";0;"737"
"35452";"MF";"5484";"DLC";"3404";"NKG";"3388";"";0;"737"
"35453";"MF";"5484";"DLC";"3404";"TNA";"4108";"";0;"737"
"35454";"MF";"5484";"DLC";"3404";"XMN";"3383";"";0;"737"
"35455";"MF";"5484";"FOC";"3385";"CAN";"3370";"";0;"737"
"35456";"MF";"5484";"FOC";"3385";"CGO";"3375";"";0;"737"
"35457";"MF";"5484";"FOC";"3385";"CKG";"3393";"";0;"737"
"35458";"MF";"5484";"FOC";"3385";"CSX";"3371";"";0;"737"
"35459";"MF";"5484";"FOC";"3385";"CTU";"3395";"";0;"737"
"35460";"MF";"5484";"FOC";"3385";"HAK";"4120";"";0;"737"
"35461";"MF";"5484";"FOC";"3385";"HGH";"3386";"";0;"737 738"
"35462";"MF";"5484";"FOC";"3385";"KHH";"2264";"";0;"738"
"35463";"MF";"5484";"FOC";"3385";"KHN";"3384";"";0;"737"
"35464";"MF";"5484";"FOC";"3385";"KMG";"3382";"";0;"737"
"35465";"MF";"5484";"FOC";"3385";"KWE";"3394";"";0;"737"
"35466";"MF";"5484";"FOC";"3385";"KWL";"3372";"";0;"737"
"35467";"MF";"5484";"FOC";"3385";"LCX";"7504";"";0;"737"
"35468";"MF";"5484";"FOC";"3385";"MFM";"3121";"";0;"737"
"35469";"MF";"5484";"FOC";"3385";"NKG";"3388";"";0;"737"
"35470";"MF";"5484";"FOC";"3385";"NNG";"3373";"";0;"737"
"35471";"MF";"5484";"FOC";"3385";"PEK";"3364";"";0;"737"
"35472";"MF";"5484";"FOC";"3385";"SHA";"3391";"";0;"737"
"35473";"MF";"5484";"FOC";"3385";"SIN";"3316";"";0;"738"
"35474";"MF";"5484";"FOC";"3385";"SYX";"4030";"";0;"737"
"35475";"MF";"5484";"FOC";"3385";"SZX";"3374";"";0;"737"
"35476";"MF";"5484";"FOC";"3385";"TAO";"3390";"";0;"737"
"35477";"MF";"5484";"FOC";"3385";"TNA";"4108";"";0;"737"
"35478";"MF";"5484";"FOC";"3385";"TPE";"2276";"";0;"738 737"
"35479";"MF";"5484";"FOC";"3385";"TSA";"2275";"";0;"738"
"35480";"MF";"5484";"FOC";"3385";"TYN";"3369";"";0;"737"
"35481";"MF";"5484";"FOC";"3385";"WUH";"3376";"";0;"737"
"35482";"MF";"5484";"FOC";"3385";"XIY";"3379";"";0;"737"
"35483";"MF";"5484";"FOC";"3385";"XMN";"3383";"";0;"738"
"35484";"MF";"5484";"HAK";"4120";"FOC";"3385";"";0;"737"
"35485";"MF";"5484";"HAK";"4120";"HGH";"3386";"";0;"737"
"35486";"MF";"5484";"HAK";"4120";"XMN";"3383";"";0;"737"
"35487";"MF";"5484";"HAK";"4120";"ZUH";"6355";"";0;"737"
"35488";"MF";"5484";"HET";"6345";"CSX";"3371";"";0;"737"
"35489";"MF";"5484";"HET";"6345";"TNA";"4108";"";0;"737"
"35490";"MF";"5484";"HFE";"3389";"DLC";"3404";"";0;"737"
"35491";"MF";"5484";"HFE";"3389";"XMN";"3383";"";0;"737"
"35492";"MF";"5484";"HGH";"3386";"CGO";"3375";"";0;"737"
"35493";"MF";"5484";"HGH";"3386";"CGQ";"4380";"";0;"737"
"35494";"MF";"5484";"HGH";"3386";"CKG";"3393";"";0;"737"
"35495";"MF";"5484";"HGH";"3386";"CSX";"3371";"";0;"737"
"35496";"MF";"5484";"HGH";"3386";"CTU";"3395";"";0;"737"
"35497";"MF";"5484";"HGH";"3386";"DLC";"3404";"";0;"737"
"35498";"MF";"5484";"HGH";"3386";"FOC";"3385";"";0;"738 737"
"35499";"MF";"5484";"HGH";"3386";"HAK";"4120";"";0;"737"
"35500";"MF";"5484";"HGH";"3386";"HRB";"3400";"";0;"737"
"35501";"MF";"5484";"HGH";"3386";"JJN";"6386";"";0;"737"
"35502";"MF";"5484";"HGH";"3386";"KMG";"3382";"";0;"737"
"35503";"MF";"5484";"HGH";"3386";"KWE";"3394";"";0;"737"
"35504";"MF";"5484";"HGH";"3386";"LJG";"4033";"";0;"737"
"35505";"MF";"5484";"HGH";"3386";"MFM";"3121";"";0;"738 737"
"35506";"MF";"5484";"HGH";"3386";"NNG";"3373";"";0;"737"
"35507";"MF";"5484";"HGH";"3386";"SHE";"4144";"";0;"737"
"35508";"MF";"5484";"HGH";"3386";"SJW";"6347";"";0;"737"
"35509";"MF";"5484";"HGH";"3386";"SZX";"3374";"";0;"737"
"35510";"MF";"5484";"HGH";"3386";"TAO";"3390";"";0;"737"
"35511";"MF";"5484";"HGH";"3386";"TNA";"4108";"";0;"737"
"35512";"MF";"5484";"HGH";"3386";"TPE";"2276";"";0;"738"
"35513";"MF";"5484";"HGH";"3386";"TSN";"3368";"";0;"737"
"35514";"MF";"5484";"HGH";"3386";"TYN";"3369";"";0;"737"
"35515";"MF";"5484";"HGH";"3386";"WUH";"3376";"";0;"737"
"35516";"MF";"5484";"HGH";"3386";"XIY";"3379";"";0;"737"
"35517";"MF";"5484";"HGH";"3386";"XMN";"3383";"";0;"737"
"35518";"MF";"5484";"HKG";"3077";"JJN";"6386";"";0;"737"
"35519";"MF";"5484";"HKG";"3077";"XMN";"3383";"";0;"738"
"35520";"MF";"5484";"HRB";"3400";"CGO";"3375";"";0;"737"
"35521";"MF";"5484";"HRB";"3400";"DLC";"3404";"";0;"737"
"35522";"MF";"5484";"HRB";"3400";"HGH";"3386";"";0;"737"
"35523";"MF";"5484";"HRB";"3400";"NKG";"3388";"";0;"737"
"35524";"MF";"5484";"HRB";"3400";"TAO";"3390";"";0;"737"
"35525";"MF";"5484";"HRB";"3400";"TNA";"4108";"";0;"737"
"35526";"MF";"5484";"HRB";"3400";"XMN";"3383";"";0;"737"
"35527";"MF";"5484";"ICN";"3930";"XMN";"3383";"";0;"738 737"
"35528";"MF";"5484";"INC";"4085";"WUH";"3376";"";0;"737"
"35529";"MF";"5484";"INC";"4085";"XIY";"3379";"";0;"737"
"35530";"MF";"5484";"JJN";"6386";"CAN";"3370";"";0;"737"
"35531";"MF";"5484";"JJN";"6386";"CKG";"3393";"";0;"737"
"35532";"MF";"5484";"JJN";"6386";"CSX";"3371";"";0;"737"
"35533";"MF";"5484";"JJN";"6386";"CTU";"3395";"";0;"737"
"35534";"MF";"5484";"JJN";"6386";"HGH";"3386";"";0;"737"
"35535";"MF";"5484";"JJN";"6386";"HKG";"3077";"";0;"737"
"35536";"MF";"5484";"JJN";"6386";"KHN";"3384";"";0;"737"
"35537";"MF";"5484";"JJN";"6386";"MFM";"3121";"";0;"737"
"35538";"MF";"5484";"JJN";"6386";"MNL";"2397";"";0;"737"
"35539";"MF";"5484";"JJN";"6386";"PEK";"3364";"";0;"737"
"35540";"MF";"5484";"JJN";"6386";"SHA";"3391";"";0;"737"
"35541";"MF";"5484";"JJN";"6386";"SZX";"3374";"";0;"737"
"35542";"MF";"5484";"JJN";"6386";"WUH";"3376";"";0;"737"
"35543";"MF";"5484";"KHH";"2264";"FOC";"3385";"";0;"738"
"35544";"MF";"5484";"KHH";"2264";"XMN";"3383";"";0;"738"
"35545";"MF";"5484";"KHN";"3384";"CKG";"3393";"";0;"737"
"35546";"MF";"5484";"KHN";"3384";"CTU";"3395";"";0;"737"
"35547";"MF";"5484";"KHN";"3384";"DLC";"3404";"";0;"737"
"35548";"MF";"5484";"KHN";"3384";"FOC";"3385";"";0;"737"
"35549";"MF";"5484";"KHN";"3384";"JJN";"6386";"";0;"737"
"35550";"MF";"5484";"KHN";"3384";"KMG";"3382";"";0;"737"
"35551";"MF";"5484";"KHN";"3384";"PEK";"3364";"";0;"737"
"35552";"MF";"5484";"KHN";"3384";"SZX";"3374";"";0;"737"
"35553";"MF";"5484";"KHN";"3384";"XIY";"3379";"";0;"737"
"35554";"MF";"5484";"KHN";"3384";"XMN";"3383";"";0;"737"
"35555";"MF";"5484";"KMG";"3382";"FOC";"3385";"";0;"737"
"35556";"MF";"5484";"KMG";"3382";"HGH";"3386";"";0;"737"
"35557";"MF";"5484";"KMG";"3382";"KHN";"3384";"";0;"737"
"35558";"MF";"5484";"KMG";"3382";"NNG";"3373";"";0;"737"
"35559";"MF";"5484";"KMG";"3382";"WUH";"3376";"";0;"737"
"35560";"MF";"5484";"KMG";"3382";"XMN";"3383";"";0;"737"
"35561";"MF";"5484";"KUL";"3304";"XMN";"3383";"";0;"738"
"35562";"MF";"5484";"KWE";"3394";"CSX";"3371";"";0;"737"
"35563";"MF";"5484";"KWE";"3394";"FOC";"3385";"";0;"737"
"35564";"MF";"5484";"KWE";"3394";"HGH";"3386";"";0;"737"
"35565";"MF";"5484";"KWE";"3394";"KWL";"3372";"";0;"737"
"35566";"MF";"5484";"KWE";"3394";"WUH";"3376";"";0;"737"
"35567";"MF";"5484";"KWE";"3394";"XMN";"3383";"";0;"737"
"35568";"MF";"5484";"KWL";"3372";"CKG";"3393";"";0;"737"
"35569";"MF";"5484";"KWL";"3372";"FOC";"3385";"";0;"737"
"35570";"MF";"5484";"KWL";"3372";"KWE";"3394";"";0;"737"
"35571";"MF";"5484";"KWL";"3372";"XMN";"3383";"";0;"737"
"35572";"MF";"5484";"LCX";"7504";"FOC";"3385";"";0;"737"
"35573";"MF";"5484";"LHW";"6431";"CGO";"3375";"";0;"737"
"35574";"MF";"5484";"LHW";"6431";"XIY";"3379";"";0;"737"
"35575";"MF";"5484";"LHW";"6431";"XMN";"3383";"";0;"737"
"35576";"MF";"5484";"LJG";"4033";"CKG";"3393";"";0;"737"
"35577";"MF";"5484";"LJG";"4033";"HGH";"3386";"";0;"737"
"35578";"MF";"5484";"LXA";"4097";"CKG";"3393";"";0;"737"
"35579";"MF";"5484";"LXA";"4097";"CTU";"3395";"";0;"737"
"35580";"MF";"5484";"MFM";"3121";"FOC";"3385";"";0;"737"
"35581";"MF";"5484";"MFM";"3121";"HGH";"3386";"";0;"738 737"
"35582";"MF";"5484";"MFM";"3121";"JJN";"6386";"";0;"737"
"35583";"MF";"5484";"MFM";"3121";"XMN";"3383";"";0;"737"
"35584";"MF";"5484";"MNL";"2397";"JJN";"6386";"";0;"737"
"35585";"MF";"5484";"NGB";"3387";"CSX";"3371";"";0;"737"
"35586";"MF";"5484";"NGB";"3387";"DLC";"3404";"";0;"737"
"35587";"MF";"5484";"NGB";"3387";"TAO";"3390";"";0;"737"
"35588";"MF";"5484";"NGB";"3387";"XMN";"3383";"";0;"737"
"35589";"MF";"5484";"NKG";"3388";"CSX";"3371";"";0;"737"
"35590";"MF";"5484";"NKG";"3388";"DLC";"3404";"";0;"737"
"35591";"MF";"5484";"NKG";"3388";"FOC";"3385";"";0;"737"
"35592";"MF";"5484";"NKG";"3388";"HRB";"3400";"";0;"737"
"35593";"MF";"5484";"NKG";"3388";"SHE";"4144";"";0;"737"
"35594";"MF";"5484";"NKG";"3388";"TYN";"3369";"";0;"737"
"35595";"MF";"5484";"NKG";"3388";"XMN";"3383";"";0;"737"
"35596";"MF";"5484";"NNG";"3373";"FOC";"3385";"";0;"737"
"35597";"MF";"5484";"NNG";"3373";"HGH";"3386";"";0;"737"
"35598";"MF";"5484";"NNG";"3373";"KMG";"3382";"";0;"737"
"35599";"MF";"5484";"NNG";"3373";"SZX";"3374";"";0;"737"
"35600";"MF";"5484";"NNG";"3373";"XMN";"3383";"";0;"737"
"35601";"MF";"5484";"PEK";"3364";"CSX";"3371";"";0;"737"
"35602";"MF";"5484";"PEK";"3364";"FOC";"3385";"";0;"737"
"35603";"MF";"5484";"PEK";"3364";"JJN";"6386";"";0;"737"
"35604";"MF";"5484";"PEK";"3364";"KHN";"3384";"";0;"737"
"35605";"MF";"5484";"PEK";"3364";"WUS";"6391";"";0;"737"
"35606";"MF";"5484";"PEK";"3364";"XMN";"3383";"";0;"737"
"35607";"MF";"5484";"RMQ";"2268";"XMN";"3383";"Y";0;"321 M90"
"35608";"MF";"5484";"SHA";"3391";"FOC";"3385";"";0;"737"
"35609";"MF";"5484";"SHA";"3391";"JJN";"6386";"";0;"737"
"35610";"MF";"5484";"SHA";"3391";"XMN";"3383";"";0;"737"
"35611";"MF";"5484";"SHE";"4144";"CGO";"3375";"";0;"737"
"35612";"MF";"5484";"SHE";"4144";"HGH";"3386";"";0;"737"
"35613";"MF";"5484";"SHE";"4144";"NKG";"3388";"";0;"737"
"35614";"MF";"5484";"SHE";"4144";"TAO";"3390";"";0;"737"
"35615";"MF";"5484";"SHE";"4144";"TNA";"4108";"";0;"737"
"35616";"MF";"5484";"SIN";"3316";"FOC";"3385";"";0;"738"
"35617";"MF";"5484";"SIN";"3316";"XMN";"3383";"";0;"738"
"35618";"MF";"5484";"SJW";"6347";"HGH";"3386";"";0;"737"
"35619";"MF";"5484";"SYX";"4030";"CGO";"3375";"";0;"737"
"35620";"MF";"5484";"SYX";"4030";"FOC";"3385";"";0;"737"
"35621";"MF";"5484";"SYX";"4030";"XMN";"3383";"";0;"737"
"35622";"MF";"5484";"SZX";"3374";"FOC";"3385";"";0;"737"
"35623";"MF";"5484";"SZX";"3374";"HGH";"3386";"";0;"737"
"35624";"MF";"5484";"SZX";"3374";"JJN";"6386";"";0;"737"
"35625";"MF";"5484";"SZX";"3374";"KHN";"3384";"";0;"737"
"35626";"MF";"5484";"SZX";"3374";"NNG";"3373";"";0;"737"
"35627";"MF";"5484";"SZX";"3374";"TSN";"3368";"";0;"737"
"35628";"MF";"5484";"SZX";"3374";"XMN";"3383";"";0;"737"
"35629";"MF";"5484";"TAO";"3390";"CGQ";"4380";"";0;"737"
"35630";"MF";"5484";"TAO";"3390";"FOC";"3385";"";0;"737"
"35631";"MF";"5484";"TAO";"3390";"HGH";"3386";"";0;"737"
"35632";"MF";"5484";"TAO";"3390";"HRB";"3400";"";0;"737"
"35633";"MF";"5484";"TAO";"3390";"NGB";"3387";"";0;"737"
"35634";"MF";"5484";"TAO";"3390";"SHE";"4144";"";0;"737"
"35635";"MF";"5484";"TAO";"3390";"XMN";"3383";"";0;"737"
"35636";"MF";"5484";"TNA";"4108";"CSX";"3371";"";0;"737"
"35637";"MF";"5484";"TNA";"4108";"DLC";"3404";"";0;"737"
"35638";"MF";"5484";"TNA";"4108";"FOC";"3385";"";0;"737"
"35639";"MF";"5484";"TNA";"4108";"HET";"6345";"";0;"737"
"35640";"MF";"5484";"TNA";"4108";"HGH";"3386";"";0;"737"
"35641";"MF";"5484";"TNA";"4108";"HRB";"3400";"";0;"737"
"35642";"MF";"5484";"TNA";"4108";"SHE";"4144";"";0;"737"
"35643";"MF";"5484";"TNA";"4108";"URC";"3399";"";0;"737"
"35644";"MF";"5484";"TNA";"4108";"WUH";"3376";"";0;"737"
"35645";"MF";"5484";"TNA";"4108";"XMN";"3383";"";0;"737"
"35646";"MF";"5484";"TPE";"2276";"CSX";"3371";"";0;"738"
"35647";"MF";"5484";"TPE";"2276";"FOC";"3385";"";0;"738 737"
"35648";"MF";"5484";"TPE";"2276";"HGH";"3386";"";0;"738"
"35649";"MF";"5484";"TPE";"2276";"XMN";"3383";"";0;"738 737"
"35650";"MF";"5484";"TSA";"2275";"FOC";"3385";"";0;"738"
"35651";"MF";"5484";"TSA";"2275";"XMN";"3383";"";0;"738"
"35652";"MF";"5484";"TSN";"3368";"CGO";"3375";"";0;"737"
"35653";"MF";"5484";"TSN";"3368";"HGH";"3386";"";0;"737"
"35654";"MF";"5484";"TSN";"3368";"SZX";"3374";"";0;"737"
"35655";"MF";"5484";"TSN";"3368";"WUH";"3376";"";0;"737"
"35656";"MF";"5484";"TSN";"3368";"XIY";"3379";"";0;"737"
"35657";"MF";"5484";"TSN";"3368";"XMN";"3383";"";0;"737 738"
"35658";"MF";"5484";"TYN";"3369";"CSX";"3371";"";0;"737"
"35659";"MF";"5484";"TYN";"3369";"FOC";"3385";"";0;"737"
"35660";"MF";"5484";"TYN";"3369";"HGH";"3386";"";0;"737"
"35661";"MF";"5484";"TYN";"3369";"NKG";"3388";"";0;"737"
"35662";"MF";"5484";"URC";"3399";"CGO";"3375";"";0;"737"
"35663";"MF";"5484";"URC";"3399";"CKG";"3393";"";0;"737"
"35664";"MF";"5484";"URC";"3399";"CTU";"3395";"";0;"737"
"35665";"MF";"5484";"URC";"3399";"TNA";"4108";"";0;"737"
"35666";"MF";"5484";"URC";"3399";"WUH";"3376";"";0;"737"
"35667";"MF";"5484";"WUH";"3376";"CKG";"3393";"";0;"737"
"35668";"MF";"5484";"WUH";"3376";"CTU";"3395";"";0;"737"
"35669";"MF";"5484";"WUH";"3376";"FOC";"3385";"";0;"737"
"35670";"MF";"5484";"WUH";"3376";"HGH";"3386";"";0;"737"
"35671";"MF";"5484";"WUH";"3376";"INC";"4085";"";0;"737"
"35672";"MF";"5484";"WUH";"3376";"JJN";"6386";"";0;"737"
"35673";"MF";"5484";"WUH";"3376";"KMG";"3382";"";0;"737"
"35674";"MF";"5484";"WUH";"3376";"KWE";"3394";"";0;"737"
"35675";"MF";"5484";"WUH";"3376";"TNA";"4108";"";0;"737"
"35676";"MF";"5484";"WUH";"3376";"TSN";"3368";"";0;"737"
"35677";"MF";"5484";"WUH";"3376";"URC";"3399";"";0;"737"
"35678";"MF";"5484";"WUH";"3376";"XIY";"3379";"";0;"737"
"35679";"MF";"5484";"WUH";"3376";"XMN";"3383";"";0;"737"
"35680";"MF";"5484";"WUS";"6391";"PEK";"3364";"";0;"737"
"35681";"MF";"5484";"WUS";"6391";"XMN";"3383";"";0;"737"
"35682";"MF";"5484";"WXN";"6403";"XIY";"3379";"";0;"737"
"35683";"MF";"5484";"WXN";"6403";"XMN";"3383";"";0;"737"
"35684";"MF";"5484";"XIY";"3379";"CKG";"3393";"";0;"737"
"35685";"MF";"5484";"XIY";"3379";"CSX";"3371";"";0;"737"
"35686";"MF";"5484";"XIY";"3379";"FOC";"3385";"";0;"737"
"35687";"MF";"5484";"XIY";"3379";"HGH";"3386";"";0;"737"
"35688";"MF";"5484";"XIY";"3379";"INC";"4085";"";0;"737"
"35689";"MF";"5484";"XIY";"3379";"KHN";"3384";"";0;"737"
"35690";"MF";"5484";"XIY";"3379";"LHW";"6431";"";0;"737"
"35691";"MF";"5484";"XIY";"3379";"TSN";"3368";"";0;"737"
"35692";"MF";"5484";"XIY";"3379";"WUH";"3376";"";0;"737"
"35693";"MF";"5484";"XIY";"3379";"WXN";"6403";"";0;"737"
"35694";"MF";"5484";"XMN";"3383";"CAN";"3370";"";0;"737"
"35695";"MF";"5484";"XMN";"3383";"CGO";"3375";"";0;"737 738"
"35696";"MF";"5484";"XMN";"3383";"CGQ";"4380";"";0;"737"
"35697";"MF";"5484";"XMN";"3383";"CKG";"3393";"";0;"737"
"35698";"MF";"5484";"XMN";"3383";"CSX";"3371";"";0;"737"
"35699";"MF";"5484";"XMN";"3383";"CTU";"3395";"";0;"737"
"35700";"MF";"5484";"XMN";"3383";"DLC";"3404";"";0;"737"
"35701";"MF";"5484";"XMN";"3383";"FOC";"3385";"";0;"738"
"35702";"MF";"5484";"XMN";"3383";"HAK";"4120";"";0;"737"
"35703";"MF";"5484";"XMN";"3383";"HFE";"3389";"";0;"737"
"35704";"MF";"5484";"XMN";"3383";"HGH";"3386";"";0;"737"
"35705";"MF";"5484";"XMN";"3383";"HKG";"3077";"";0;"738"
"35706";"MF";"5484";"XMN";"3383";"HRB";"3400";"";0;"737"
"35707";"MF";"5484";"XMN";"3383";"ICN";"3930";"";0;"738 737"
"35708";"MF";"5484";"XMN";"3383";"KHH";"2264";"";0;"738"
"35709";"MF";"5484";"XMN";"3383";"KHN";"3384";"";0;"737"
"35710";"MF";"5484";"XMN";"3383";"KMG";"3382";"";0;"737"
"35711";"MF";"5484";"XMN";"3383";"KUL";"3304";"";0;"738"
"35712";"MF";"5484";"XMN";"3383";"KWE";"3394";"";0;"737"
"35713";"MF";"5484";"XMN";"3383";"KWL";"3372";"";0;"737"
"35714";"MF";"5484";"XMN";"3383";"LHW";"6431";"";0;"737"
"35715";"MF";"5484";"XMN";"3383";"MFM";"3121";"";0;"737"
"35716";"MF";"5484";"XMN";"3383";"NGB";"3387";"";0;"737"
"35717";"MF";"5484";"XMN";"3383";"NKG";"3388";"";0;"737"
"35718";"MF";"5484";"XMN";"3383";"NNG";"3373";"";0;"737"
"35719";"MF";"5484";"XMN";"3383";"PEK";"3364";"";0;"737"
"35720";"MF";"5484";"XMN";"3383";"RMQ";"2268";"Y";0;"321 M90"
"35721";"MF";"5484";"XMN";"3383";"SHA";"3391";"";0;"737"
"35722";"MF";"5484";"XMN";"3383";"SIN";"3316";"";0;"738"
"35723";"MF";"5484";"XMN";"3383";"SYX";"4030";"";0;"737"
"35724";"MF";"5484";"XMN";"3383";"SZX";"3374";"";0;"737"
"35725";"MF";"5484";"XMN";"3383";"TAO";"3390";"";0;"737"
"35726";"MF";"5484";"XMN";"3383";"TNA";"4108";"";0;"737"
"35727";"MF";"5484";"XMN";"3383";"TPE";"2276";"";0;"738 737"
"35728";"MF";"5484";"XMN";"3383";"TSA";"2275";"";0;"738"
"35729";"MF";"5484";"XMN";"3383";"TSN";"3368";"";0;"738 737"
"35730";"MF";"5484";"XMN";"3383";"WUH";"3376";"";0;"737"
"35731";"MF";"5484";"XMN";"3383";"WUS";"6391";"";0;"737"
"35732";"MF";"5484";"XMN";"3383";"WXN";"6403";"";0;"737"
"35733";"MF";"5484";"XMN";"3383";"ZUH";"6355";"";0;"737"
"35734";"MF";"5484";"ZUH";"6355";"HAK";"4120";"";0;"737"
"35735";"MF";"5484";"ZUH";"6355";"XMN";"3383";"";0;"737"
"35736";"MH";"3378";"ADL";"3341";"KUL";"3304";"";0;"333"
"35737";"MH";"3378";"AKL";"2006";"KUL";"3304";"";0;"772"
"35738";"MH";"3378";"AMM";"2170";"BKK";"3885";"Y";0;"330"
"35739";"MH";"3378";"AMS";"580";"KUL";"3304";"";0;"744"
"35740";"MH";"3378";"AOR";"3296";"KUL";"3304";"";0;"738 734"
"35741";"MH";"3378";"AOR";"3296";"SZB";"3408";"Y";0;"AT7"
"35742";"MH";"3378";"AUH";"2179";"KUL";"3304";"Y";0;"332"
"35743";"MH";"3378";"BAH";"2057";"KUL";"3304";"Y";0;"330"
"35744";"MH";"3378";"BBN";"6220";"MUR";"3265";"Y";0;"DHT"
"35745";"MH";"3378";"BBN";"6220";"MYY";"3266";"Y";0;"DHT"
"35746";"MH";"3378";"BKI";"3269";"BTU";"3262";"Y";0;"AT7"
"35747";"MH";"3378";"BKI";"3269";"HKG";"3077";"";0;"734"
"35748";"MH";"3378";"BKI";"3269";"HND";"2359";"";0;"738"
"35749";"MH";"3378";"BKI";"3269";"ICN";"3930";"";0;"738"
"35750";"MH";"3378";"BKI";"3269";"KCH";"3263";"";0;"734"
"35751";"MH";"3378";"BKI";"3269";"KUD";"6222";"Y";0;"DHT"
"35752";"MH";"3378";"BKI";"3269";"KUL";"3304";"";0;"734 738 330"
"35753";"MH";"3378";"BKI";"3269";"LBU";"3270";"";0;"734"
"35754";"MH";"3378";"BKI";"3269";"LDU";"3268";"Y";0;"AT7"
"35755";"MH";"3378";"BKI";"3269";"LWY";"6219";"Y";0;"DHT"
"35756";"MH";"3378";"BKI";"3269";"MYY";"3266";"";0;"AT7"
"35757";"MH";"3378";"BKI";"3269";"PER";"3351";"";0;"738"
"35758";"MH";"3378";"BKI";"3269";"SBW";"3267";"Y";0;"AT7"
"35759";"MH";"3378";"BKI";"3269";"SDK";"4141";"";0;"734"
"35760";"MH";"3378";"BKI";"3269";"SIN";"3316";"Y";0;"319 320"
"35761";"MH";"3378";"BKI";"3269";"TPE";"2276";"";0;"734"
"35762";"MH";"3378";"BKI";"3269";"TWU";"3271";"";0;"734"
"35763";"MH";"3378";"BKK";"3885";"AMM";"2170";"Y";0;"330"
"35764";"MH";"3378";"BKK";"3885";"CAI";"1128";"Y";0;"773"
"35765";"MH";"3378";"BKK";"3885";"KUL";"3304";"";0;"738 734"
"35766";"MH";"3378";"BKK";"3885";"PEN";"3308";"Y";0;"734"
"35767";"MH";"3378";"BKM";"6218";"LWY";"6219";"Y";0;"DHT"
"35768";"MH";"3378";"BLR";"3131";"KUL";"3304";"";0;"738"
"35769";"MH";"3378";"BNE";"3320";"KUL";"3304";"";0;"333"
"35770";"MH";"3378";"BOM";"2997";"KUL";"3304";"";0;"772"
"35771";"MH";"3378";"BTH";"3903";"SZB";"3408";"Y";0;"AT7"
"35772";"MH";"3378";"BTJ";"3294";"PEN";"3308";"Y";0;"AT7"
"35773";"MH";"3378";"BTU";"3262";"BKI";"3269";"Y";0;"AT7"
"35774";"MH";"3378";"BTU";"3262";"KCH";"3263";"";0;"734"
"35775";"MH";"3378";"BTU";"3262";"KUL";"3304";"";0;"734"
"35776";"MH";"3378";"BTU";"3262";"MYY";"3266";"Y";0;"AT7"
"35777";"MH";"3378";"BTU";"3262";"SBW";"3267";"Y";0;"AT7"
"35778";"MH";"3378";"BWN";"3272";"KUL";"3304";"";0;"734"
"35779";"MH";"3378";"CAI";"1128";"BKK";"3885";"Y";0;"773"
"35780";"MH";"3378";"CAN";"3370";"KUL";"3304";"";0;"332"
"35781";"MH";"3378";"CDG";"1382";"KUL";"3304";"";0;"772"
"35782";"MH";"3378";"CGK";"3275";"KUL";"3304";"";0;"734 738"
"35783";"MH";"3378";"CMB";"3024";"KUL";"3304";"";0;"738"
"35784";"MH";"3378";"CPT";"797";"EZE";"3988";"";0;"744"
"35785";"MH";"3378";"CPT";"797";"KUL";"3304";"";0;"744"
"35786";"MH";"3378";"DAC";"3076";"KUL";"3304";"";0;"330"
"35787";"MH";"3378";"DEL";"3093";"KUL";"3304";"";0;"738 772"
"35788";"MH";"3378";"DMM";"2064";"DXB";"2188";"";0;"332"
